Genome ID	Genome Name	Organism Name	NCBI Taxon ID	Genome Status	Strain	Serovar	Biovar	Pathovar	MLST	Other Typing	Culture Collection	Type Strain	Completion Date	Publication	BioProject Accession	BioSample Accession	Assembly Accession	SRA Accession	GenBank Accessions	RefSeq Accessions	Sequencing Centers	Sequencing Status	Sequencing Platform	Sequencing Depth	Assembly Method	Chromosomes	Plasmids	Contigs	Genome Length	GC Content	PATRIC CDS	RefSeq CDS	Isolation Site	Isolation Source	Isolation Comments	Collection Date	Isolation Country	Geographic Location	Latitude	Longitude	Altitude	Depth	Other Environmental	Host Name	Host Gender	Host Age	Host Health	Body Sample Site	Body Sample Subsite	Other Clinical	AntiMicrobial Resistance	AntiMicrobial Resistance Evidence	Gram Stain	Cell Shape	Motility	Sporulation	Temperature Range	Optimal Temperature	Salinity	Oxygen Requirement	Habitat	Disease	Comments	Additional Metadata	Coarse Consistency	Fine Consistency	Checkm Completeness	Checkm Contamination	Genome Quality Flags	Genome Quality	Date Inserted	Date Modified
"28026.775"	"Bifidobacterium pseudocatenulatum strain LMAG:55"		28026	"WGS"	"LMAG:55"								"2019-09-23T00:00:00Z"	"31455406"	"PRJNA362284"	"SAMN06546859"	"GCA_008680165.1"		"NALU00000000"		"The University of Tokyo"		"PacBio"	"67.13288536x"	"FALCON v. 0.2"			1	2034231	56.32851	1728			"human feces"										"Human, Homo sapiens"																			"Uncover the diversity of “metamobilome”, a set of complete mobile genetic elements, and the “metamethylome”, a set of DNA methylation motifs and their methylation levels, in microbiomes as well as the diversity of metagenome"	"sample_type:metagenomic assembly"	99.3	99.2				"Good"	"2019-10-02T15:12:11.534Z"	"2019-10-02T15:12:11.534Z"
"28026.776"	"Bifidobacterium pseudocatenulatum strain LMAG:32"		28026	"WGS"	"LMAG:32"								"2019-09-23T00:00:00Z"	"31455406"	"PRJNA362284"	"SAMN06546836"	"GCA_008680605.1"		"NAKX00000000"		"The University of Tokyo"		"PacBio"	"57.75419448x"	"FALCON v. 0.2"			4	2302895	56.307518	2007			"human feces"										"Human, Homo sapiens"																			"Uncover the diversity of “metamobilome”, a set of complete mobile genetic elements, and the “metamethylome”, a set of DNA methylation motifs and their methylation levels, in microbiomes as well as the diversity of metagenome"	"sample_type:metagenomic assembly"	99.7	98.2				"Good"	"2019-10-02T15:18:32.362Z"	"2019-10-02T15:18:32.362Z"
"28026.840"	"Bifidobacterium pseudocatenulatum strain Bif4"		28026	"WGS"	"Bif4"								"2020-02-24T00:00:00Z"		"PRJNA451351"	"SAMN08968793"			"QCZO00000000"		"National Agri-Food Biotechnology Institute"		"Illumina HiSeq"	"2061.0x"	"CLC NGS Cell v. 2018"			58	2214245	56.468323	1917	1781		"stool"		"2015"	"India"	"India:Chandigarh"						"Human, Homo sapiens"																			"Bifidobacterium pseudocatenulatum Bif4 genome sequence"	"sample_type:stool"	98.7	98.2				"Good"	"2020-03-27T14:10:15.666Z"	"2020-03-27T14:10:15.666Z"
"302911.120"	"Bifidobacterium animalis subsp. lactis strain BIO5764"		302911	"WGS"	"BIO5764"								"2019-10-07T00:00:00Z"		"PRJNA574342"	"SAMN12856544"	"GCA_008868455.1"		"WBNU00000000"		"Bioprox"		"Illumina Miseq"	"140.6x"	"SPAdes v. 3.13.1"			13	1920179	60.46697	1670	1590		"breast milk"										"Human, Homo sapiens"																			"Investigation of probiotic properties of different lactic acid bacteria"	"sample_type:whole organism"	99.8	99.6				"Good"	"2019-10-27T20:57:23.572Z"	"2019-10-27T20:57:23.572Z"
"302911.124"	"Bifidobacterium animalis subsp. lactis strain MN-Gup"		302911	"WGS"	"MN-Gup"								"2020-01-08T00:00:00Z"		"PRJNA594794"	"SAMN13530334"			"WTKQ00000000"		"Mengniu Hi-tech Dairy Product Beijing Co., Ltd."		"Illumina HiSeq"	"500.4x"	"SOAPdenovo v. 2.04"			26	1917013	60.46412	1641	1546		"gut of healthy centenarian"		"2006-10"	"China"	"China: Bama, Guangxi"						"Human, Homo sapiens"																			"WGS of Bifidobacterium animalis subsp. lactis MN-Gup"	"sample_type:cell culture"	98.7	98.7				"Good"	"2020-02-01T01:23:13.990Z"	"2020-02-01T01:23:13.990Z"
"302911.25"	"Bifidobacterium animalis subsp. lactis BF052"		302911	"Complete"	"BF052"								"2015-01-14T00:00:00Z"	"-"	"PRJNA252546"	"SAMN02941905"	"GCA_000818055.1"		"CP009045.1"	"NZ_CP009045.1"	"Suranaree University of Technology"		"Illumina"	"37.59x"	"Vector NTI v. 11.5"	1		1	1938624	60.48	1612	1536		"feces of breast-fed infant"		"10-May-2011"	"Thailand"	"Thailand: Nakhonratchasima"						"Human, Homo sapiens"																			"To identify and establish the functional and technological characteristics of potential probiotics"		99.3	99.3	100			"Good"	"2015-03-12T13:53:10.969Z"	"2015-03-16T03:17:09.594Z"
"302911.26"	"Bifidobacterium animalis subsp. lactis strain 646"		302911	"WGS"	"646"								"2016-12-08T00:00:00Z"		"PRJNA348834"	"SAMN05916063"	"GCF_001892925.1"		"MLZL00000000"		"University of Parma"		"Ion Torrent"	"58.45x"	"Mira v. 4.0.2"			21	1923287	60.48	1671	1585		"fecal sample"		"18-Jul-2015"	"Italy"	"Italy"						"Human, Homo sapiens"																			"Genome sequencing and assembly of Bifidobacterium animalis subsp. lactis 646"		99.7	99.3	100	1.4		"Good"	"2017-01-16T09:22:56.965Z"	"2017-01-16T09:22:56.965Z"
"302911.56"	"Bifidobacterium animalis subsp. lactis strain DS24_2"		302911	"WGS"	"DS24_2"								"2018-05-06T00:00:00Z"		"PRJNA336518"	"SAMN08948998"	"GCA_003094815.1"		"QDIN00000000"		"USFDA"		"Illumina MiSeq"	"60.5x"	"SPAdes v. 3.8.2"			36	1924949	60.451626	1685	1602		"Commercial dietary supplements"		"02-Apr-2018"	"USA"	"USA:MD"						"Human, Homo sapiens"																			"Creation of a genome sequence database of live microorganisms found in dietary supplements and cultured foods to be used for strain verification and characterization."	"sample_type:Single cell"	99.7	99.5	100	0.3		"Good"	"2018-05-27T22:35:40.776Z"	"2018-05-27T22:35:40.776Z"
"302911.57"	"Bifidobacterium animalis subsp. lactis strain DS28_2"		302911	"WGS"	"DS28_2"								"2018-05-06T00:00:00Z"		"PRJNA336518"	"SAMN08949000"	"GCA_003095015.1"		"QDIK00000000"		"USFDA"		"Illumina MiSeq"	"290.9x"	"SPAdes v. 3.8.2"			17	1918800	60.461174	1664	1588		"Commercial dietary supplements"		"20-Jun-2017"	"USA"	"USA:MD"						"Human, Homo sapiens"																			"Creation of a genome sequence database of live microorganisms found in dietary supplements and cultured foods to be used for strain verification and characterization."	"sample_type:Single cell"	99.7	99.4	100	0.6		"Good"	"2018-05-30T16:22:04.418Z"	"2018-05-30T16:22:04.418Z"
"302911.59"	"Bifidobacterium animalis subsp. lactis strain DS23_2"		302911	"WGS"	"DS23_2"								"2018-05-06T00:00:00Z"		"PRJNA336518"	"SAMN08948997"	"GCA_003094835.1"		"QDIO00000000"		"USFDA"		"Illumina MiSeq"	"58.8x"	"CLC NGS Cell v. 11"			114	1934130	60.501724	1737	1664		"Commercial dietary supplements"		"31-Mar-2017"	"USA"	"USA:MD"						"Human, Homo sapiens"																			"Creation of a genome sequence database of live microorganisms found in dietary supplements and cultured foods to be used for strain verification and characterization."	"sample_type:Single cell"	99.8	98.5	100	6.5		"Good"	"2018-05-30T16:23:55.037Z"	"2018-05-30T16:23:55.037Z"
"302911.60"	"Bifidobacterium animalis subsp. lactis strain DS27_2"		302911	"WGS"	"DS27_2"								"2018-05-06T00:00:00Z"		"PRJNA336518"	"SAMN08948999"	"GCA_003094775.1"		"QDIL00000000"		"USFDA"		"Illumina MiSeq"	"74.3x"	"SPAdes v. 3.8.2"			18	1920466	60.46194	1670	1588		"Commercial dietary supplements"		"13-Apr-2018"	"USA"	"USA:MD"						"Human, Homo sapiens"																			"Creation of a genome sequence database of live microorganisms found in dietary supplements and cultured foods to be used for strain verification and characterization."	"sample_type:Single cell"	99.7	99.6	100			"Good"	"2018-05-30T16:23:58.134Z"	"2018-05-30T16:23:58.134Z"
"302911.62"	"Bifidobacterium animalis subsp. lactis strain S7"		302911	"Complete"	"S7"								"2018-08-15T00:00:00Z"		"PRJNA397826"	"SAMN07488464"	"GCA_003390755.1"		"CP022724"		"Korea Food Research Institute"		"PacBio"	"185.0x"	"HGAP v. 3.0"	1		1	1944072	60.487885	1695	1593		"adult feces"		"2017-04-04"	"South Korea"	"South Korea: Bundang"						"Human, Homo sapiens"																			"S7 strain was isolated from Korean adult feces"	"sample_type:cell culture"	99.8	99.4	100	0.9		"Good"	"2018-09-30T16:44:42.504Z"	"2018-09-30T16:44:42.504Z"
"302911.63"	"Bifidobacterium animalis subsp. lactis strain IDCC4301"		302911	"Complete"	"IDCC4301"								"2018-08-26T00:00:00Z"		"PRJNA486607"	"SAMN09858435"	"GCA_003428375.1"		"CP031703"		"Research Laboratories, Ildong Pharmaceutical"		"PacBio RSII; Illumina HiSeq"	"6.0x"	"HGAP v. 3.0"	1		1	1944141	60.489285	1664	1595		"Infant feces"		"July-2018"	"South Korea"	"South Korea: Gyeonggi"						"Human, Homo sapiens"																			"Isolated from infant feces"	"sample_type:single cell"	99.8	99.6	100			"Good"	"2018-10-01T23:00:55.403Z"	"2018-10-01T23:00:55.403Z"
"302912.10"	"Bifidobacterium animalis subsp. animalis strain CNCM I-4602"		302912	"Complete"	"CNCM I-4602"								"2018-10-22T00:00:00Z"		"PRJNA445301"	"SAMN08774047"	"GCA_003671995.1"		"CP028460"		"University College Cork"		"Pacbio SMRT sequencing"	"400.0x"	"SMRT Analysis v. 2.3"	1		1	1932687	60.47482	1613	1509				"01-Oct-2014"	"France"	"France"						"Human, Homo sapiens"																			"Bifidobacterium animalis subsp. animalis CNCM I-4602 genome sequencing and assembly"	"sample_type:genome"	99.9	99.7				"Good"	"2018-11-29T03:24:37.694Z"	"2018-11-29T03:24:37.694Z"
"326426.4"	"Bifidobacterium breve UCC2003"	"Bifidobacterium breve UCC2003"	326426	"Complete"	"UCC2003"								"2011-07-06T00:00:00Z"	"21690406"	"PRJNA13487"	"SAMN02604112"	"GCA_000220135.1"		"CP000303"	"NC_020517.1"	"University College Cork"	"complete"				1		1	2422684	58	2071	1854		"infant nursing stool"	"isolated from an infant nursing stool"									"Human, Homo sapiens"		"infant"							"+"	"Rod"	"No"	"No"	"Mesophilic"	"-"		"Anaerobic"	"Host-associated"		"Bifidobacterium breve UCC2003 . This strain (NCIMB 8807; UCC2003) was originally isolated from an infant nursing stool. This organism will used for comparative genomics with other Bifidobacterium species. "		99.9	99.9	100			"Good"	"2014-12-08T22:10:28.318Z"	"2015-03-16T03:17:09.594Z"
"33010.90"	"Cutibacterium avidum strain P313"		33010	"WGS"	"P313"								"2019-05-23T00:00:00Z"		"PRJNA524452"	"SAMN11026534"	"GCA_005796055.1"		"VBRS00000000"		"ETH Zurich"		"Illumina HiSeq"	"50.0x"	"abyss de novo v. 1.9.0"			48	2630617	63.454853	2550	2386		"infant stool"		"2014"	"Switzerland"	"Switzerland"						"Human, Homo sapiens"																			"The infant gut harbors a diverse microbial community consisting of several taxa whose persistence and succession depends on adaptation to the ecosystem and on environmental factors such as diet. In healthy breast-fed infants, the early infant gut microbiota is usually dominated by Bifidobacterium spp.. Cutibacterium avidum is among the initial colonizers, and isolates have been repeatedly obtained from feces. However, the phylogenetic relationship of infant fecal isolates to isolates from other body sites, and C. avidum carbon utilization related to the infant gut ecosystem have been little investigated."	"sample_type:pure culture"	99.4	98.6				"Good"	"2019-07-17T11:34:33.662Z"	"2019-07-17T11:34:33.662Z"
"391904.5"	"Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222"	"Bifidobacterium longum subsp. infantis ATCC 15697"	391904	"Complete"	"ATCC 15697"						"ATCC 15697"		"2008-11-20T00:00:00Z"	"19033196"	"PRJNA17189"		"GCA_000020425.1"		"CP001095"	"NC_011593"	"US DOE Joint Genome Institute|DOE Joint Genome Institute|JGI-PGF"	"complete"				1		1	2832748	59.9	2511	2416		"human infant feces"	"isolated from human infant feces and will be used for comparative genomics"									"Human, Homo sapiens"		"infant"							"+"	"Rod"	"No"	"No"	"Mesophilic"	"37-41"		"Anaerobic"	"Host-associated"		"Bifidobacterium longum subsp. infantis str. ATCC 15697. This strain was isolated from human infant feces and will be used for comparative genomics."		99.9	99.7	100			"Good"	"2014-12-08T22:10:28.597Z"	"2015-03-16T03:17:09.594Z"
"398513.13"	"Bifidobacterium bifidum NCIMB 41171_duplicate"		398513	"Complete"	"NCIMB 41171"								"2012-06-15T00:00:00Z"	"22829535"	"PRJNA30055"	"SAMN02463676"	"GCF_000273525.1"		"AKCA00000000"		"Broad Institute"		"Illumina/PacBio"	"139.0x"	"allpaths v. 41303"			1	2216395	62.81	1905												"env_biome:terrestrial biome [ENVO:00000446]"	"Human, Homo sapiens"									"Positive"	"Bacilli"	"No"		"Mesophilic"			"Anaerobic"	"Multiple"		"This strain is being sequenced as a reference strain for the Human Microbiome Project (HMP). Another assembly of this organism was generated independently from the HMP reference genome, using PacBio and Illumina sequence reads."		99.2	99	100			"Good"	"2016-01-17T15:28:59.544Z"	"2016-01-17T15:28:59.544Z"
"398513.5"	"Bifidobacterium bifidum NCIMB 41171"	"Bifidobacterium bifidum NCIMB 41171"	398513	"WGS"	"NCIMB 41171"						"NCIMB 41171"		"2008-08-26T00:00:00Z"		"PRJNA30055"	"SAMN02463676"	"GCA_000155395.1"		"ABQP00000000"	"NZ_ABQP00000000"	"Broad Institute"	"assembly"	"454"	"33x"	"Newbler v. 2.0.0-PostRelease-1/21/2009"			9	2202695	62.8	1820	1833												"Human, Homo sapiens"				"Gastrointestinal tract"					"+"	"Rod"		"No"	"Mesophilic"	"-"		"Anaerobic"	"Multiple"		"Bifidobacterium bifidum NCIMB 41171. Bifidobacterium bifidum NCIMB 41171 will be used for comparative analysis.  This strain is being sequenced as a reference strain for the Human Microbiome Project(HMP)."		99.2	98.9	100			"Good"	"2014-12-08T22:10:28.037Z"	"2015-03-16T03:17:09.594Z"
"411481.5"	"Bifidobacterium adolescentis L2-32"	"Bifidobacterium adolescentis L2-32"	411481	"WGS"	"L2-32"								"2007-03-08T00:00:00Z"		"PRJNA18197"	"SAMN00627056"	"GCA_000154085.1"	"SRR275616"	"AAXD00000000"	"NZ_AAXD00000000"	"Genome Sequencing Center (GSC) at Washington University (WashU) School of Medicine"	"assembly"	"454-GS20, Sanger"	"11.7x"	"PCAP"			40	2389110	59.3	2031	2428		"feces from an infant"	"isolated from feces from an infant and is part of a comprehensive, sequence-based survey of members of the normal human gut microbiota"									"Human, Homo sapiens"		"infant"		"Gastrointestinal tract"					"+"	"Rod, Curved Rod, Forked"	"No"	"No"	"Mesophilic"	"37"		"Anaerobic"	"Host-associated"		"Bifidobacterium adolescentis L2-32. Bifidobacterium adolescentis L2-32 was isolated from feces from an infant and is part of a comprehensive, sequence-based survey of members of the normal human gut microbiota. A joint effort of the WU-GSC and the Center for Genome Sciences at Washington University School of Medicine, the purpose of this survey is to provide the general scientific community with a broad view of the gene content of 100 representatives of the major divisions represented in the intestine's microbial community. This information should provide a frame of reference for analyzing metagenomic studies of the human gut microbiome.   "		99.5	99.2	100	1.7		"Good"	"2014-12-08T22:10:27.386Z"	"2015-03-16T03:17:09.594Z"
"41200.45"	"Bifidobacterium sp. strain S07C.meta.bin_2"		41200	"WGS"	"S07C.meta.bin_2"								"2019-09-23T00:00:00Z"	"31384000"	"PRJNA492716"	"SAMN10316635"	"GCA_008661975.1"		"RPZR00000000"		"The University of Queensland"		"Illumina NextSeq"	"144x"	"Megahit v. 1.1.2"			19	2117188	59.650913	1797			"feces"		"2017"	"Australia"	"Australia: Brisbane"						"Human, Homo sapiens"																			"Human fecal samples were collected to find links between bacteria and their bacteriophages"	"sample_type:metagenomic assembly"	99.6	99.3				"Good"	"2019-10-02T13:44:00.245Z"	"2019-10-02T13:44:00.245Z"
"41200.46"	"Bifidobacterium sp. strain S07B.meta.bin_2"		41200	"WGS"	"S07B.meta.bin_2"								"2019-09-23T00:00:00Z"	"31384000"	"PRJNA492716"	"SAMN10316627"	"GCA_008662155.1"		"RPZJ00000000"		"The University of Queensland"		"Illumina NextSeq"	"213x"	"Megahit v. 1.1.2"			17	2053440	59.61557	1749			"feces"		"2017"	"Australia"	"Australia: Brisbane"						"Human, Homo sapiens"																			"Human fecal samples were collected to find links between bacteria and their bacteriophages"	"sample_type:metagenomic assembly"	99.7	99.5				"Good"	"2019-10-02T13:47:20.351Z"	"2019-10-02T13:47:20.351Z"
"41200.47"	"Bifidobacterium sp. strain S07A.meta.bin_2"		41200	"WGS"	"S07A.meta.bin_2"								"2019-09-23T00:00:00Z"	"31384000"	"PRJNA492716"	"SAMN10316618"	"GCA_008662305.1"		"RPZA00000000"		"The University of Queensland"		"Illumina NextSeq"	"198x"	"Megahit v. 1.1.2"			22	2070588	59.56105	1766			"feces"		"2017"	"Australia"	"Australia: Brisbane"						"Human, Homo sapiens"																			"Human fecal samples were collected to find links between bacteria and their bacteriophages"	"sample_type:metagenomic assembly"	99.7	99.5				"Good"	"2019-10-02T13:49:34.878Z"	"2019-10-02T13:49:34.878Z"
"41200.48"	"Bifidobacterium sp. strain S06C.meta.bin_6"		41200	"WGS"	"S06C.meta.bin_6"								"2019-09-23T00:00:00Z"	"31384000"	"PRJNA492716"	"SAMN10316614"	"GCA_008662405.1"		"RPYW00000000"		"The University of Queensland"		"Illumina NextSeq"	"76x"	"Megahit v. 1.1.2"			235	2275812	60.053116	2178			"feces"		"2017"	"Australia"	"Australia: Brisbane"						"Human, Homo sapiens"																			"Human fecal samples were collected to find links between bacteria and their bacteriophages"	"sample_type:metagenomic assembly"	99.4	95.6				"Good"	"2019-10-02T13:50:39.594Z"	"2019-10-02T13:50:39.594Z"
"41200.49"	"Bifidobacterium sp. strain S09C.meta.bin_4"		41200	"WGS"	"S09C.meta.bin_4"								"2019-09-23T00:00:00Z"	"31384000"	"PRJNA492716"	"SAMN10316693"	"GCA_008668545.1"		"RQBX00000000"		"The University of Queensland"		"Illumina NextSeq"	"204x"	"Megahit v. 1.1.2"			197	1564274	59.728153	1436			"feces"		"2017"	"Australia"	"Australia: Brisbane"						"Human, Homo sapiens"																			"Human fecal samples were collected to find links between bacteria and their bacteriophages"	"sample_type:metagenomic assembly"	97.3	96				"Good"	"2019-10-02T14:04:29.929Z"	"2019-10-02T14:04:29.929Z"
"41200.50"	"Bifidobacterium sp. strain S09B.meta.bin_8"		41200	"WGS"	"S09B.meta.bin_8"								"2019-09-23T00:00:00Z"	"31384000"	"PRJNA492716"	"SAMN10316689"	"GCA_008668675.1"		"RQBT00000000"		"The University of Queensland"		"Illumina NextSeq"	"254x"	"Megahit v. 1.1.2"			207	1511559	59.75162	1427			"feces"		"2017"	"Australia"	"Australia: Brisbane"						"Human, Homo sapiens"																			"Human fecal samples were collected to find links between bacteria and their bacteriophages"	"sample_type:metagenomic assembly"	97.9	96.1				"Good"	"2019-10-02T14:06:55.647Z"	"2019-10-02T14:06:55.647Z"
"41200.51"	"Bifidobacterium sp. strain S09A.meta.bin_8"		41200	"WGS"	"S09A.meta.bin_8"								"2019-09-23T00:00:00Z"	"31384000"	"PRJNA492716"	"SAMN10316681"	"GCA_008668835.1"		"RQBL00000000"		"The University of Queensland"		"Illumina NextSeq"	"265x"	"Megahit v. 1.1.2"			214	1581039	59.567284	1497			"feces"		"2017"	"Australia"	"Australia: Brisbane"						"Human, Homo sapiens"																			"Human fecal samples were collected to find links between bacteria and their bacteriophages"	"sample_type:metagenomic assembly"	98	96.2				"Good"	"2019-10-02T14:08:53.984Z"	"2019-10-02T14:08:53.984Z"
